ncit_code,preferred_term,parent_code,parent_name,depth,synonyms,definition
C121794,Quality of Life Questionnaire-Brain Neoplasm 20 Items,C91105,Clinical or Research Assessment Questionnaire,2,EOR04|EORTC QLQ-BN20|EORTC QLQ-BN20|QLQ-BN20|Quality of Life Questionnaire - Brain Neoplasm 20,A questionnaire developed by the European Organisation for Research and Treatment of Cancer (EORTC) consisting of 20 questions designed to assess quality of life in brain cancer patients.
C122694,Quality of Life Questionnaire-Multiple Myeloma 20,C91105,Clinical or Research Assessment Questionnaire,2,EOR19|EORTC Multiple Myeloma Module|EORTC Multiple Myeloma Module (QLQ-MY20)|EORTC QLQ-MY20|EORTC QLQ-MY20|QLQ-MY20,A questionnaire developed by the European Organisation for Research and Treatment of Cancer (EORTC) consisting of 20 questions designed to assess quality of life in multiple myeloma patients.
C174070,Quality of Life in Inflammatory Bowel Disease Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,IBDQ|IBDQ|IBDQ01,"A standardized 32-item self-report or clinician-administered questionnaire, developed by Irvine et al. 1989, that utilizes a seven-point Likert scale and a two week recall of bowel, systemic, emotional, and social functioning to assess quality of life in patients with inflammatory bowel diseases."
C121361,Quantitative Muscle Testing,C21154,Symptom Specific Assessment Tool,2,QMT|QMT,Measurement of maximum isometric force generation from a muscle group; performed with specialized equipment.
C130309,Quick Inventory of Depressive Symptomatology Clinician-Rated Version Clinical Classification,C118969,Clinical or Research Assessment Classification,2,QIDS-C|QIDS-C|QIDSC1,"A standardized 16-item clinician-scored questionnaire, derived from the 30-item Inventory of Depressive Symptomatology (IDS), that utilizes a 5-point rating scale for the assessment of the severity of depressive symptoms over the seven day period prior to evaluation. The original questionnaire, created by Rush et al. in 1986, includes the nine diagnostic DSM-IV symptom domains that are used to characterize a major depressive episode, as well as items to address melancholic and atypical features. The shortened, 16-item version was initially developed by Rush et al. in 2000 by selecting only items from the original scale that assessed DSM-IV criterion diagnostic symptoms."
C130316,Quick Inventory of Depressive Symptomatology Self-Report Version Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,QIDS-SR|QIDS-SR|QIDSR1,"A standardized 16-item self-report questionnaire, derived from the 30-item Inventory of Depressive Symptomatology (IDS), that utilizes a 5-point rating scale for the assessment of the severity of depressive symptoms over the seven day period prior to evaluation. The original questionnaire, created by Rush et al. in 1986, includes the nine diagnostic DSM-IV symptom domains that are used to characterize a major depressive episode, as well as items to address melancholic and atypical features. The shortened, 16-item version was initially developed by Rush et al. in 2000 by selecting only items from the original scale that assessed DSM-IV criterion diagnostic symptoms."
C113879,RAND 36-Item Health Survey 1.0 Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,R3601|RAND-36 V1|RAND-36 V1.0,"A standardized rating scale developed by Hays et al in 1993 and the RAND corporation as part of the Medical Outcome Study, which is a generic measurement of health-related quality of life. This questionnaire contains 36 questions and generates 8 subscales: physical functioning, bodily pain, role limitations due to physical health problems, role limitations due to personal or emotional problems, general mental health, social functioning, energy/fatigue, and general health perceptions."
C135745,RAND Social Support Survey Instrument Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,RAND SOCIAL SUPPORT SURVEY INSTRUMENT|RAND Social Support Survey|RSSS01,"A standardized 19-item survey developed by Cathy Donalds Helbourne and Anita L. Stewart in 1991 for the assessment of recent thinking about the various dimensions of social support in patients with chronic conditions in the Medical Outcomes Study (MOS). The instrument measures five dimensions of social support: emotional support, informational support, tangible support, positive social interaction, and affectionate support."
C189493,RAST Score,C217122,Clinical or Research Assessment Score,2,RAST Class|RAST Rating|RAST SCORE,"A score system used to evaluate the severity of allergy by measuring the amount of circulating allergen-specific antibody, using the radioallergosorbent test."
C118500,RCC Symptom Index,C91105,Clinical or Research Assessment Questionnaire,2,RCC-SI|Renal Cell Carcinoma-Symptom Index,A 30 item questionnaire developed to assess the symptom burden and quality of life for patients with renal cell carcinoma.
C187517,REM Sleep Behavior Disorder Screening Questionnaire,C91105,Clinical or Research Assessment Questionnaire,2,RBD1|RBDSQ|RBDSQ,"A standardized 10-item patient-report questionnaire, published by Stiasny-Kolster et al. in 2007, that utilizes a yes/no rating scale to assess the clinical features of REM sleep behavior disorder."
C115127,Raven's Progressive Matrices,C222259,Cognitive Assessment Tool,2,RPM|Raven's Matrices,"A nonverbal group test typically used in educational settings, consisting of 60 multiple choice questions designed to measure the test-taker's reasoning ability."
C180564,Raymond Neurologic Function Scale,C217121,Clinical or Research Assessment Scale,2,NFS|Neurologic Function Scale,A 25-point scale used to evaluate the severity of gross neurologic dysfunction by scoring 15 disabilities across multiple domains.
C120519,Receptive Vocabulary Subtest (WPPSI-IV),C205232,WPPSI-IV Subtest,2,,A subtest of the Wechsler Preschool and Primary Scale of Intelligence - Fourth Edition. It tests verbal comprehension by asking the child to select the picture that best represents the word the examiner reads aloud.
C211674,Rectal Cancer Female Sexuality Score,C217122,Clinical or Research Assessment Score,2,RCFSS|The Rectal Cancer Female Sexuality Score,A quality of life scoring system to evaluate sexual function in women treated for rectal cancer.
C121287,Relations with Parents Scale,C217121,Clinical or Research Assessment Scale,2,Relations with Parents,A rating scale included in the Behavior Assessment System for Children that measures a subject's positive regard towards parents and a feeling of being esteemed by them.
C225757,Relative Metaiodobenzylguanidine Score,C217122,Clinical or Research Assessment Score,2,RMIBGSC|Relative MIBG Score|Relative MIBG Score|Relative mIBG Score,"The absolute score for bone lesions at time of response assessment divided by the absolute score for bone lesions at baseline before therapeutic interventions. (Park JR, Bagatell R, Cohn SL, Pearson AD, Villablanca JG, Berthold F, Burchill S, Boubaker A, McHugh K, Nuchtern JG, London WB, Seibel NL, Lindwasser OW, Maris JM, Brock P, Schleiermacher G, Ladenstein R, Matthay KK, Valteau-Couanet D. Revisions to the International Neuroblastoma Response Criteria: A Consensus Statement From the National Cancer Institute Clinical Trials Planning Meeting. J Clin Oncol. 2017 Aug 1;35(22):2580-2587.)"
C160724,Residual Cancer Burden Class,C118969,Clinical or Research Assessment Classification,2,RCB Class,Residual cancer burden classes that use pre-defined cut-points representing progressively greater extents of residual cancer and indicating a greater risk of recurrence.
C160723,Residual Cancer Burden Index,C217122,Clinical or Research Assessment Score,2,RCB Index,"A score estimated from routine pathologic sections of the primary breast tumor site and the regional lymph nodes after the completion of neoadjuvant therapy. Variables used in the calculation include: primary tumor bed area, overall cancer cellularity, percentage of cancer that is in situ disease, number of positive lymph nodes, and diameter of largest metastasis. These scores are divided into 4 classes that stratify patients based on their chance of disease recurrence."
C124414,Response Evaluation Criteria in Solid Tumors Version 1.0,C49164,Response Evaluation Criteria in Solid Tumors,2,RECIST 1.0,"A standardized guideline developed by the Response Evaluation Criteria in Solid Tumors (RECIST) Working Group in 2000, which is an objective response criteria used to assess solid tumor response and to measure change in tumor size for use in adult and pediatric cancer clinical trials. RECIST version 1.0 contains the following key features: definitions of minimum size of measurable lesions, instructions on how many lesions to follow, and the use of uni-dimensional rather than bi-dimensional measures for evaluation of tumor burden."
C124415,Response Evaluation Criteria in Solid Tumors Version 1.1,C49164,Response Evaluation Criteria in Solid Tumors,2,RECIST 1.1,"A standardized guideline developed by the Response Evaluation Criteria in Solid Tumors (RECIST) Working Group in 2000 and revised in 2009, which is an objective response criteria used to assess solid tumor response and to measure change in tumor size for use in adult and pediatric cancer clinical trials. Major revisions in RECIST version 1.1 includes lymph node (LN) measurement, the maximum number of target lesions, the definition of disease progression, as well as the inclusion of and guidance on the use of MRI and FDG PET in the detection of new lesions."
C174061,Rett Syndrome Severity Scale Clinical Classification,C118969,Clinical or Research Assessment Classification,2,RETT1|RSSS|RSSS,"A seven-item ratings scale developed by Hoffbuhr et al. 2001 that utilizes a four-point Likert scale to assess the severity of Rett Syndrome clinical presentation. The measured parameters include frequency and manageability of seizures, respiratory irregularities, scoliosis, ability to walk, hand use, speech, and sleep problems."
C129539,Revised Dyadic Adjustment Scale,C217121,Clinical or Research Assessment Scale,2,RDAS|Revised Dyadic Adjustment Scale (RDAS),A 14 item self report questionnaire that assess seven dimensions of couple relationship satisfaction. This revised version of the Dyadic Adjustment Scale is shorter and offers improved psychometric properties.
